Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
14 99  24;FALKÖPING;SLÖTA-KARLEBY;34.66;33.44;21.60;11.48;0.36;1.22
14 99  28;FALKÖPING;YLLESTAD;34.66;33.44;21.60;11.48;0.36;1.22
14 99  33;FALKÖPING;DALA-BORGUNDA-HÖGSTENA;34.98;33.51;21.60;11.48;0.43;1.47
14 99  34;FALKÖPING;STENSTORP;34.98;33.51;21.60;11.48;0.43;1.47
14 99  41;FALKÖPING;GUDHEM;34.98;33.51;21.60;11.48;0.43;1.47
14 99  47;FALKÖPING;HORNBORGA;34.98;33.51;21.60;11.48;0.43;1.47
14 99  51;FALKÖPING;ÅSARP;35.15;33.63;21.60;11.48;0.55;1.52
17 15  01;KIL;STORA KIL;34.99;33.90;22.35;11.20;0.35;1.09
17 15  02;KIL;FRYKERUD;34.99;33.90;22.35;11.20;0.35;1.09
17 15  03;KIL;BODA;34.99;33.90;22.35;11.20;0.35;1.09
17 30  01;EDA;EDA;35.23;33.93;22.25;11.20;0.48;1.30
17 30  03;EDA;JÄRNSKOG-SKILLINGMARK;35.23;33.93;22.25;11.20;0.48;1.30
17 30  05;EDA;KÖLA;35.23;33.93;22.25;11.20;0.48;1.30
17 37  01;TORSBY;FRYKSÄNDE;35.42;34.18;22.50;11.20;0.48;1.24
17 37  02;TORSBY;LEKVATTNET;35.42;34.18;22.50;11.20;0.48;1.24
17 37  03;TORSBY;VITSAND;35.42;34.18;22.50;11.20;0.48;1.24
17 37  05;TORSBY;ÖSTMARK;35.42;34.18;22.50;11.20;0.48;1.24
17 37  08;TORSBY;ÖVRE ÄLVDAL;35.45;34.46;22.50;11.20;0.76;0.99
17 60  01;STORFORS;STORFORS;35.25;33.94;22.50;11.20;0.24;1.31
17 61  01;HAMMARÖ;HAMMARÖ;34.33;33.53;22.10;11.20;0.23;0.80
17 62  02;MUNKFORS;FORSHAGA-MUNKFORS, DEL;35.15;34.07;22.50;11.20;0.37;1.08
17 63  01;FORSHAGA;FORSHAGA-MUNKFORS, DEL;35.00;33.92;22.35;11.20;0.37;1.08
17 64  01;GRUMS;GRUMS;35.33;34.06;22.50;11.20;0.36;1.27
17 64  03;GRUMS;ED-BORGVIK;35.33;34.06;22.50;11.20;0.36;1.27
17 64  04;GRUMS;VÄRMSKOG;35.33;34.06;22.50;11.20;0.36;1.27
17 65  01;ÅRJÄNG;SILBODAL;35.84;34.345;22.45;11.20;0.695;1.495
17 65  02;ÅRJÄNG;SILLERUD;35.84;34.345;22.45;11.20;0.695;1.495
17 65  03;ÅRJÄNG;HOLMEDAL-KARLANDA;35.84;34.345;22.45;11.20;0.695;1.495
17 65  05;ÅRJÄNG;BLOMSKOG;35.84;34.345;22.45;11.20;0.695;1.495
17 65  06;ÅRJÄNG;TRANKIL;35.84;34.345;22.45;11.20;0.695;1.495
17 65  07;ÅRJÄNG;VÄSTRA FÅGELVIK;35.84;34.345;22.45;11.20;0.695;1.495
17 65  08;ÅRJÄNG;TÖCKSMARK;35.84;34.345;22.45;11.20;0.695;1.495
17 65  09;ÅRJÄNG;ÖSTERVALLSKOG;35.84;34.345;22.45;11.20;0.695;1.495
17 66  01;SUNNE;SUNNE;35.183;33.923;22.15;11.20;0.573;1.26
17 66  02;SUNNE;VÄSTRA ÄMTERVIK;35.183;33.923;22.15;11.20;0.573;1.26
17 66  03;SUNNE;ÖSTRA ÄMTERVIK;35.183;33.923;22.15;11.20;0.573;1.26
17 66  04;SUNNE;GRÄSMARK;35.183;33.923;22.15;11.20;0.573;1.26
17 66  05;SUNNE;LYSVIK;35.30;33.93;22.15;11.20;0.58;1.37
17 80  01;KARLSTAD;KARLSTADS DOMKYRKOFÖRS.;34.16;33.17;21.75;11.20;0.22;0.99
17 80  02;KARLSTAD;NORRSTRAND;34.16;33.17;21.75;11.20;0.22;0.99
17 80  03;KARLSTAD;VÄSE-FÅGELVIK;34.16;33.17;21.75;11.20;0.22;0.99
17 80  06;KARLSTAD;ALSTER-NYEDSBYGDEN;34.16;33.17;21.75;11.20;0.22;0.99
17 80  08;KARLSTAD;GRAVA;34.06;33.17;21.75;11.20;0.22;0.89
17 80  09;KARLSTAD;NOR-SEGERSTAD;34.25;33.26;21.75;11.20;0.31;0.99
17 80  11;KARLSTAD;VÄSTERSTRAND;34.16;33.17;21.75;11.20;0.22;0.99
17 81  01;KRISTINEHAMN;KRISTINEHAMN;35.10;33.98;22.45;11.20;0.33;1.12
17 81  03;KRISTINEHAMN;RUDSKOGA;35.10;33.98;22.45;11.20;0.33;1.12
17 81  04;KRISTINEHAMN;VISNUMS-KIL;35.10;33.98;22.45;11.20;0.33;1.12
17 81  05;KRISTINEHAMN;VISNUM;35.10;33.98;22.45;11.20;0.33;1.12
17 81  06;KRISTINEHAMN;ÖLME;35.10;33.98;22.45;11.20;0.33;1.12
17 82  01;FILIPSTAD;FILIPSTAD;34.97;33.73;22.00;11.20;0.53;1.24
17 83  01;HAGFORS;HAGFORS-GUSTAV ADOLF;35.38;34.20;22.50;11.20;0.50;1.18
17 83  02;HAGFORS;EKSHÄRAD;35.43;34.28;22.50;11.20;0.58;1.15
17 83  04;HAGFORS;NORRA RÅDA-SUNNEMO;35.38;34.20;22.50;11.20;0.50;1.18
17 84  01;ARVIKA;ARVIKA ÖSTRA;33.845;32.595;20.90;11.20;0.495;1.25
17 84  02;ARVIKA;ARVIKA VÄSTRA;33.845;32.595;20.90;11.20;0.495;1.25
17 84  03;ARVIKA;STAVNÄS-HÖGERUD;33.845;32.595;20.90;11.20;0.495;1.25
17 84  05;ARVIKA;GLAVA;33.845;32.595;20.90;11.20;0.495;1.25
17 84  07;ARVIKA;GUNNARSKOG;33.845;32.595;20.90;11.20;0.495;1.25
17 84  08;ARVIKA;NY;33.845;32.595;20.90;11.20;0.495;1.25
17 84  09;ARVIKA;ÄLGÅ;33.845;32.595;20.90;11.20;0.495;1.25
17 84  10;ARVIKA;MANGSKOG;33.845;32.595;20.90;11.20;0.495;1.25
17 84  11;ARVIKA;BRUNSKOG;33.845;32.595;20.90;11.20;0.495;1.25
17 85  01;SÄFFLE;SÄFFLE;34.77;33.66;22.00;11.20;0.46;1.11
17 85  02;SÄFFLE;TVETA;34.77;33.66;22.00;11.20;0.46;1.11
17 85  03;SÄFFLE;BRO;34.77;33.66;22.00;11.20;0.46;1.11
17 85  04;SÄFFLE;SÖDRA VÄRMLANDSNÄS;34.77;33.66;22.00;11.20;0.46;1.11
17 85  08;SÄFFLE;NY-HUGGENÄS;34.77;33.66;22.00;11.20;0.46;1.11
17 85  09;SÄFFLE;GILLBERGA;34.77;33.66;22.00;11.20;0.46;1.11
17 85  10;SÄFFLE;KILA;34.77;33.66;22.00;11.20;0.46;1.11
17 85  11;SÄFFLE;SVANSKOG;34.77;33.66;22.00;11.20;0.46;1.11
17 85  12;SÄFFLE;LÅNGSERUD;34.77;33.66;22.00;11.20;0.46;1.11
18 14  02;LEKEBERG;KNISTA;34.62;33.34;21.43;11.55;0.36;1.28
18 14  05;LEKEBERG;EDSBERG;34.03;33.13;21.43;11.55;0.15;0.90
18 60  01;LAXÅ;RAMUNDEBODA;35.35;34.19;22.18;11.55;0.46;1.16
18 60  02;LAXÅ;FINNERÖDJA-TIVED;35.35;34.19;22.18;11.55;0.46;1.16
18 60  04;LAXÅ;SKAGERSHULT;35.35;34.19;22.18;11.55;0.46;1.16
18 61  01;HALLSBERG;HALLSBERG;34.23;33.32;21.55;11.55;0.22;0.91
18 61  02;HALLSBERG;VIBY;34.62;33.48;21.55;11.55;0.38;1.14
18 61  04;HALLSBERG;SKÖLLERSTA;34.84;33.60;21.55;11.55;0.50;1.24
18 62  01;DEGERFORS;DEGERFORS-NYSUND;34.95;34.15;22.30;11.55;0.30;0.80
18 63  01;HÄLLEFORS;HÄLLEFORS-HJULSJÖ;35.27;33.95;22.05;11.55;0.35;1.32
18 63  02;HÄLLEFORS;GRYTHYTTAN;35.28;34.05;22.05;11.55;0.45;1.23
18 64  01;LJUSNARSBERG;LJUSNARSBERG;34.23;33.04;21.05;11.55;0.44;1.19
18 80  01;ÖREBRO;ÖREBRO NIKOLAI;33.95;33.05;21.35;11.55;0.15;0.90
18 80  02;ÖREBRO;ÖREBRO OLAUS PETRI;33.95;33.05;21.35;11.55;0.15;0.90
18 80  03;ÖREBRO;LÄNGBRO;33.95;33.05;21.35;11.55;0.15;0.90
18 80  04;ÖREBRO;ALMBY;33.95;33.05;21.35;11.55;0.15;0.90
18 80  05;ÖREBRO;MOSJÖ-TÄBY;33.95;33.05;21.35;11.55;0.15;0.90
18 80  08;ÖREBRO;TYSSLINGE;34.26;33.15;21.35;11.55;0.25;1.11
18 80  13;ÖREBRO;AXBERG;34.06;33.08;21.35;11.55;0.18;0.98
18 80  14;ÖREBRO;LÄNNÄS;34.64;33.30;21.35;11.55;0.40;1.34
18 80  15;ÖREBRO;ASKER;34.64;33.30;21.35;11.55;0.40;1.34
18 80  16;ÖREBRO;KVISMARE;34.36;33.16;21.35;11.55;0.26;1.20
18 80  27;ÖREBRO;GLANSHAMMAR;34.49;33.24;21.35;11.55;0.34;1.25
18 80  30;ÖREBRO;MIKAEL;33.95;33.05;21.35;11.55;0.15;0.90
18 80  31;ÖREBRO;ADOLFSBERG;33.95;33.05;21.35;11.55;0.15;0.90
18 81  01;KUMLA;KUMLA;33.61;32.59;20.80;11.55;0.24;1.02
18 81  02;KUMLA;HARDEMO;33.61;32.59;20.80;11.55;0.24;1.02
18 81  03;KUMLA;EKEBY;33.61;32.59;20.80;11.55;0.24;1.02
18 82  01;ASKERSUND;ASKERSUND;34.95;33.84;21.95;11.55;0.34;1.11
18 82  03;ASKERSUND;LERBÄCK;35.12;33.77;21.95;11.55;0.27;1.35
18 82  04;ASKERSUND;SNAVLUNDA;35.12;33.77;21.95;11.55;0.27;1.35
18 82  05;ASKERSUND;HAMMAR;34.89;34.01;21.95;11.55;0.51;0.88
18 83  01;KARLSKOGA;KARLSKOGA;34.61;33.81;22.00;11.55;0.26;0.80
18 84  04;NORA;NORA BERGSLAGSFÖRS.;35.06;33.68;21.75;11.55;0.38;1.38
18 85  02;LINDESBERG;LINDE BERGSLAG;35.367;34.107;22.30;11.55;0.257;1.26
18 85  04;LINDESBERG;NÄSBY;35.40;34.16;22.30;11.55;0.31;1.24
18 85  05;LINDESBERG;FELLINGSBRO;35.40;34.16;22.30;11.55;0.31;1.24
19 04  02;SKINNSKATTEBERG;SKINNSKATTEBERG MED HED OCH GUNNILBO;34.88;33.70;22.51;10.88;0.31;1.18
19 07  01;SURAHAMMAR;SURA-RAMNÄS;34.52;33.40;22.31;10.88;0.21;1.12
19 60  01;KUNGSÖR;KUNGSÖR;34.36;33.21;22.03;10.88;0.30;1.15
19 61  01;HALLSTAHAMMAR;HALLSTAHAMMAR-KOLBÄCK;33.96;32.94;21.81;10.88;0.25;1.02
19 62  01;NORBERG;NORBERG-KARBENNING;35.16;33.87;22.66;10.88;0.33;1.29
19 80  01;VÄSTERÅS;VÄSTERÅS DOMKYRKOFÖRS.;32.34;31.38;20.36;10.88;0.14;0.96
19 80  02;VÄSTERÅS;VÄSTERÅS LUNDBY;32.34;31.38;20.36;10.88;0.14;0.96
19 80  03;VÄSTERÅS;VÄSTERÅS BADELUNDA;32.34;31.38;20.36;10.88;0.14;0.96
19 80  07;VÄSTERÅS;NORRBO;32.34;31.38;20.36;10.88;0.14;0.96
19 80  09;VÄSTERÅS;DINGTUNA-LILLHÄRAD;32.34;31.38;20.36;10.88;0.14;0.96
19 80  10;VÄSTERÅS;VÄSTERÅS-BARKARÖ;32.34;31.38;20.36;10.88;0.14;0.96
19 80  11;VÄSTERÅS;KUNGSÅRA;32.34;31.38;20.36;10.88;0.14;0.96
19 80  16;VÄSTERÅS;TILLBERGA;32.34;31.38;20.36;10.88;0.14;0.96
19 80  20;VÄSTERÅS;RYTTERNE;32.34;31.38;20.36;10.88;0.14;0.96
19 80  22;VÄSTERÅS;SKERIKE;32.34;31.38;20.36;10.88;0.14;0.96
19 80  23;VÄSTERÅS;ÖNSTA;32.34;31.38;20.36;10.88;0.14;0.96
19 80  24;VÄSTERÅS;VIKSÄNG;32.34;31.38;20.36;10.88;0.14;0.96
19 80  25;VÄSTERÅS;GIDEONSBERG;32.34;31.38;20.36;10.88;0.14;0.96
19 81  01;SALA;SALA;34.38;33.40;22.31;10.88;0.21;0.98
19 81  02;SALA;VÄSTERFÄRNEBO-FLÄCKEBO;35.05;33.56;22.31;10.88;0.37;1.49
19 81  04;SALA;NORRBY;34.38;33.40;22.31;10.88;0.21;0.98
19 81  05;SALA;TÄRNA;34.821;33.401;22.31;10.88;0.211;1.42
19 81  06;SALA;KUMLA;34.821;33.401;22.31;10.88;0.211;1.42
19 81  07;SALA;KILA;34.821;33.401;22.31;10.88;0.211;1.42
19 81  08;SALA;MÖKLINTA;34.38;33.40;22.31;10.88;0.21;0.98
19 82  01;FAGERSTA;VÄSTANFORS-VÄSTERVÅLA;34.48;33.27;22.11;10.88;0.28;1.21
19 83  01;KÖPING;KÖPINGSBYGDEN;34.34;33.29;22.16;10.88;0.25;1.05
19 83  04;KÖPING;MALMA;34.34;33.29;22.16;10.88;0.25;1.05
19 84  01;ARBOGA;ARBOGA;34.94;33.81;22.51;10.88;0.42;1.13
20 21  01;VANSBRO;JÄRNA MED NÅS OCH ÄPPELBO;35.56;34.28;22.77;11.16;0.35;1.28
20 23  02;MALUNG-SÄLEN;MALUNG;35.78;34.57;23.04;11.16;0.37;1.21
20 23  03;MALUNG-SÄLEN;LIMA-TRANSTRAND;35.97;34.63;23.04;11.16;0.43;1.34
20 26  01;GAGNEF;MOCKFJÄRD;35.38;34.20;22.72;11.16;0.32;1.18
20 26  02;GAGNEF;GAGNEF;35.38;34.20;22.72;11.16;0.32;1.18
20 26  03;GAGNEF;FLODA;35.38;34.20;22.72;11.16;0.32;1.18
20 29  01;LEKSAND;LEKSAND;35.13;33.77;22.29;11.16;0.32;1.36
20 29  02;LEKSAND;DJURA;35.13;33.77;22.29;11.16;0.32;1.36
20 29  03;LEKSAND;ÅL;35.21;33.73;22.29;11.16;0.28;1.48
20 29  04;LEKSAND;SILJANSNÄS;35.13;33.77;22.29;11.16;0.32;1.36
20 31  01;RÄTTVIK;RÄTTVIK;35.13;33.81;22.29;11.16;0.36;1.32
20 31  03;RÄTTVIK;BODA;35.13;33.81;22.29;11.16;0.36;1.32
20 31  04;RÄTTVIK;ORE;35.13;33.81;22.29;11.16;0.36;1.32
20 34  02;ORSA;ORSA;35.58;34.45;22.89;11.16;0.40;1.13
20 39  02;ÄLVDALEN;ÄLVDALEN;35.48;34.25;22.79;11.16;0.30;1.23
20 39  05;ÄLVDALEN;IDRE-SÄRNA;35.97;34.40;22.79;11.16;0.45;1.57
20 61  01;SMEDJEBACKEN;NORRBÄRKE;35.57;34.38;22.93;11.16;0.29;1.19
20 61  02;SMEDJEBACKEN;SÖDERBÄRKE;35.60;34.35;22.93;11.16;0.26;1.25
20 62  01;MORA;MORA;35.38;34.25;22.81;11.16;0.28;1.13
20 80  01;FALUN;FALU KRISTINE;35.00;33.99;22.54;11.16;0.29;1.01
20 80  02;FALUN;GRYCKSBO;35.00;33.99;22.54;11.16;0.29;1.01
20 80  03;FALUN;STORA KOPPARBERG;35.00;33.99;22.54;11.16;0.29;1.01
20 80  04;FALUN;ASPEBODA;35.00;33.99;22.54;11.16;0.29;1.01
20 80  06;FALUN;VIKA-HOSJÖ;35.00;33.99;22.54;11.16;0.29;1.01
20 80  07;FALUN;SUNDBORN;35.17;33.87;22.54;11.16;0.17;1.30
20 80  08;FALUN;SVÄRDSJÖ;35.30;34.00;22.54;11.16;0.30;1.30
20 80  10;FALUN;ENVIKEN;35.30;34.00;22.54;11.16;0.30;1.30
20 80  11;FALUN;BJURSÅS;35.21;33.98;22.54;11.16;0.28;1.23
20 81  02;BORLÄNGE;STORA TUNA;35.18;34.33;22.89;11.16;0.28;0.85
20 81  03;BORLÄNGE;TORSÅNG;35.18;34.33;22.89;11.16;0.28;0.85
20 82  01;SÄTER;SÄTERBYGDEN;35.50;34.23;22.79;11.16;0.28;1.27
20 83  01;HEDEMORA;HEDEMORA-GARPENBERG;35.47;34.14;22.64;11.16;0.34;1.33
20 83  03;HEDEMORA;HUSBY;35.58;34.28;22.64;11.16;0.48;1.30
20 84  01;AVESTA;AVESTA;34.99;33.82;22.44;11.16;0.22;1.17
20 84  03;AVESTA;BY;35.18;33.90;22.44;11.16;0.30;1.28
20 84  04;AVESTA;FOLKÄRNA;35.18;33.90;22.44;11.16;0.30;1.28
20 84  06;AVESTA;GRYTNÄS;34.99;33.82;22.44;11.16;0.22;1.17
20 85  01;LUDVIKA;LUDVIKA;35.07;34.02;22.54;11.16;0.32;1.05
20 85  03;LUDVIKA;GRÄNGE-SÄFSNÄS;35.32;34.06;22.54;11.16;0.36;1.26
21 01  02;OCKELBO;OCKELBO;35.76;34.55;22.76;11.51;0.28;1.21
21 04  01;HOFORS;HOFORS;35.89;34.74;22.86;11.51;0.37;1.15
21 04  02;HOFORS;TORSÅKER;36.06;34.73;22.86;11.51;0.36;1.33
21 21  01;OVANÅKER;ALFTA-OVANÅKER;34.95;33.74;21.86;11.51;0.37;1.21
21 32  02;NORDANSTIG;HARMÅNGER-JÄTTENDAL;35.58;34.37;22.51;11.51;0.35;1.21
21 32  04;NORDANSTIG;GNARP;35.58;34.37;22.51;11.51;0.35;1.21
21 32  05;NORDANSTIG;BERGSJÖ;35.75;34.49;22.51;11.51;0.47;1.26
21 61  01;LJUSDAL;LJUSDAL-RAMSJÖ;35.11;34.19;22.36;11.51;0.32;0.92
21 61  03;LJUSDAL;LOS-HAMRA;35.49;34.32;22.36;11.51;0.45;1.17
21 61  04;LJUSDAL;FÄRILA-KÅRBÖLE;35.49;34.32;22.36;11.51;0.45;1.17
21 61  07;LJUSDAL;JÄRVSÖ;35.37;34.17;22.36;11.51;0.30;1.20
21 80  01;GÄVLE;GÄVLE HELIGA TREFALDIGHET;34.85;33.98;22.26;11.51;0.21;0.87
21 80  02;GÄVLE;GÄVLE STAFFAN;34.85;33.98;22.26;11.51;0.21;0.87
21 80  03;GÄVLE;HAMRÅNGE;35.31;34.15;22.26;11.51;0.38;1.16
21 80  04;GÄVLE;HEDESUNDA;35.21;33.98;22.26;11.51;0.21;1.23
21 80  05;GÄVLE;HILLE;35.06;33.97;22.26;11.51;0.20;1.09
21 80  06;GÄVLE;VALBO;34.91;34.01;22.26;11.51;0.24;0.90
21 80  08;GÄVLE;GÄVLE MARIA;34.85;33.98;22.26;11.51;0.21;0.87
21 80  09;GÄVLE;BOMHUS;34.85;33.98;22.26;11.51;0.21;0.87
21 81  01;SANDVIKEN;SANDVIKEN;34.51;33.38;21.61;11.51;0.26;1.13
21 81  02;SANDVIKEN;OVANSJÖ;34.55;33.36;21.61;11.51;0.24;1.19
21 81  03;SANDVIKEN;JÄRBO;34.55;33.36;21.61;11.51;0.24;1.19
21 81  04;SANDVIKEN;ÅRSUNDA-ÖSTERFÄRNEBO;34.51;33.38;21.61;11.51;0.26;1.13
21 82  01;SÖDERHAMN;SÖDERHAMN;34.52;33.50;21.66;11.51;0.33;1.02
21 82  02;SÖDERHAMN;SANDARNE;34.52;33.50;21.66;11.51;0.33;1.02
21 82  03;SÖDERHAMN;SKOG;34.57;33.60;21.66;11.51;0.43;0.97
21 82  04;SÖDERHAMN;LJUSNE;34.57;33.60;21.66;11.51;0.43;0.97
21 82  05;SÖDERHAMN;SÖDERALA;34.57;33.60;21.66;11.51;0.43;0.97
21 82  06;SÖDERHAMN;MO-BERGVIK;34.57;33.60;21.66;11.51;0.43;0.97
21 82  09;SÖDERHAMN;NORRALA-TRÖNÖ;34.47;33.55;21.66;11.51;0.38;0.92
21 83  03;BOLLNÄS;BOLLNÄS;34.76;33.74;21.86;11.51;0.37;1.02
21 83  04;BOLLNÄS;RENGSJÖ;34.76;33.74;21.86;11.51;0.37;1.02
21 83  06;BOLLNÄS;HANEBO-SEGERSTA;34.76;33.74;21.86;11.51;0.37;1.02
21 83  09;BOLLNÄS;ARBRÅ-UNDERSVIK;34.76;33.74;21.86;11.51;0.37;1.02
21 84  01;HUDIKSVALL;HUDIKSVALLSBYGDEN;34.353;33.42;21.61;11.51;0.30;0.933
21 84  05;HUDIKSVALL;ENÅNGER-NJUTÅNGER;34.56;33.44;21.61;11.51;0.32;1.12
21 84  08;HUDIKSVALL;DELSBO;34.61;33.47;21.61;11.51;0.35;1.14
21 84  09;HUDIKSVALL;BJURÅKER-NORRBO;34.76;33.57;21.61;11.51;0.45;1.19
21 84  11;HUDIKSVALL;FORSA-HÖG;34.44;33.41;21.61;11.51;0.29;1.03
22 60  02;ÅNGE;BORGSJÖ-HAVERÖ;36.54;35.12;23.33;11.29;0.50;1.42
22 60  04;ÅNGE;TORP;36.49;35.07;23.33;11.29;0.45;1.42
22 62  01;TIMRÅ;TIMRÅ;35.49;34.17;22.64;11.29;0.24;1.32
22 62  02;TIMRÅ;LJUSTORP;35.60;34.31;22.64;11.29;0.38;1.29
22 62  03;TIMRÅ;HÄSSJÖ;35.60;34.31;22.64;11.29;0.38;1.29
22 62  04;TIMRÅ;TYNDERÖ;35.60;34.31;22.64;11.29;0.38;1.29
22 80  01;HÄRNÖSAND;HÄRNÖSANDS DOMKYRKOFÖRS.;36.13;34.88;23.34;11.29;0.25;1.25
22 80  02;HÄRNÖSAND;HÖGSJÖ;36.38;34.91;23.34;11.29;0.28;1.47
22 80  03;HÄRNÖSAND;HÄGGDÅNGER;36.38;34.91;23.34;11.29;0.28;1.47
22 80  04;HÄRNÖSAND;STIGSJÖ;36.38;34.91;23.34;11.29;0.28;1.47
22 80  05;HÄRNÖSAND;VIKSJÖ;36.38;34.91;23.34;11.29;0.28;1.47
22 80  06;HÄRNÖSAND;SÄBRÅ;36.38;34.91;23.34;11.29;0.28;1.47
22 80  07;HÄRNÖSAND;HEMSÖ;36.38;34.91;23.34;11.29;0.28;1.47
22 81  01;SUNDSVALL;SUNDSVALL;35.38;34.16;22.59;11.29;0.28;1.22
22 81  03;SUNDSVALL;SKÖN;35.08;34.13;22.59;11.29;0.25;0.95
22 81  04;SUNDSVALL;ALNÖ;35.23;34.18;22.59;11.29;0.30;1.05
22 81  05;SUNDSVALL;SÄTTNA;35.72;34.47;22.59;11.29;0.59;1.25
22 81  06;SUNDSVALL;SELÅNGER;35.40;34.05;22.59;11.29;0.17;1.35
22 81  07;SUNDSVALL;STÖDE;35.62;34.40;22.59;11.29;0.52;1.22
